NCTId,final_date,start_date,field_changed,final_value,start_value
NCT05967351,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Brief Summary,The purpose of this study is to provide a single clinical study with a uniform approach to monitoring long-term safety and efficacy in participants who received delandistrogene moxeparvovec in a previous clinical study. No study drug will be administered as part of this study.,The purpose of this study is to provide a single clinical study with a uniform approach to monitoring long-term safety and efficacy in participants who received delandistrogene moxeparvovec in a previous clinical study. No study drug will be administered as part of this study. Pre-infusion baseline will be defined as the timepoint just prior to infusion of delandistrogene moxeparvovec from a previous clinical study. Each participant will be followed for a minimum of 5 years post-infusion of delandistrogene moxeparvovec from a previous clinical study. The duration of participation in this study is dependent on the length of follow-up the participant completed post-infusion of delandistrogene moxeparvovec from a previous clinical study.
NCT05967351,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Secondary Outcome Measure,"Change in the North Star Ambulatory Assessment (NSAA) Total Score From Pre-infusion Baseline of Delandistrogene Moxeparvovec to the End of the Study Participation, Change in Time to Rise From Floor From Pre-infusion Baseline of Delandistrogene Moxeparvovec to the End of the Study Participation, Change in the Time of 10-meter Walk/Run (10MWR) From Pre-infusion Baseline of Delandistrogene Moxeparvovec to the End of the Study Participation, Change in Performance of Upper Limb (PUL) (Version 2.0) Total Scores From Pre-infusion Baseline of Delandistrogene Moxeparvovec to the End of the Study Participation, Change in PUL (Version 2.0) Domain Specific Scores From Pre-infusion Baseline of Delandistrogene Moxeparvovec to the End of the Study Participation, Change in Forced Vital Capacity Percent (FVC%) Predicted From Pre-infusion Baseline of Delandistrogene Moxeparvovec to the End of the Study Participation, Change in Peak Expiratory Flow Percent (PEF%) Predicted From Pre-infusion Baseline to the End of the Study Participation of Delandistrogene Moxeparvovec, Change in Cardiac Magnetic Resonance Imaging (MRI) Findings From Pre-infusion Baseline of Delandistrogene Moxeparvovec to the End of the Study Participation, Change in Musculoskeletal MRI Findings From Pre-infusion Baseline of Delandistrogene Moxeparvovec to the End of the Study Participation","Change in the North Star Ambulatory Assessment (NSAA) Total Score From Pre-infusion Baseline to 5 Years Post-infusion of Delandistrogene Moxeparvovec, Change in Time to Rise From Floor From Pre-infusion Baseline to 5 Years Post-infusion of Delandistrogene Moxeparvovec, Change in the Time of 10-meter Walk/Run (10MWR) From Pre-infusion Baseline to 5 Years Post-infusion of Delandistrogene Moxeparvovec, Change in Performance of Upper Limb (PUL) (Version 2.0) Total Scores From Pre-infusion Baseline to 5 Years Post-infusion of Delandistrogene Moxeparvovec, Change in PUL (Version 2.0) Domain Specific Scores From Pre-infusion Baseline to 5 Years Post-infusion of Delandistrogene Moxeparvovec, Change in Forced Vital Capacity Percent (FVC%) Predicted From Pre-infusion Baseline to 5 Years Post-infusion of Delandistrogene Moxeparvovec, Change in Peak Expiratory Flow Percent (PEF%) Predicted From Pre-infusion Baseline to 5 Years Post-infusion of Delandistrogene Moxeparvovec, Change in Cardiac Magnetic Resonance Imaging (MRI) Findings From Pre-infusion Baseline to 5 Years Post-infusion of Delandistrogene Moxeparvovec, Change in Musculoskeletal MRI Findings From Pre-infusion Baseline to 5 Years Post-infusion of Delandistrogene Moxeparvovec"
NCT05967351,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Primary Completion Date,2033-10-31,2030-11-30
NCT05967351,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Completion Date,2033-10-31,2030-11-30
NCT05967351,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-06,2025-01-17
NCT05967793,2025-08-01 07:26:41.414466,2025-07-01 07:21:37.005046,Overall Status,Unknown,Recruiting
NCT05996003,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Condition,"Duchenne Muscular Dystrophy, Exon 44, DMD",Duchenne Muscular Dystrophy
NCT05996003,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-06,2025-12-03
NCT06013839,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Overall Status,Unknown,Recruiting
NCT06053814,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Overall Status,Active Not Recruiting,Recruiting
NCT06053814,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Maximum Age,15 Years,14 Years
NCT06053814,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Maximum Age Months,180.0,168.0
NCT06053814,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Completion Date,2028-03-01,2027-05-01
NCT06053814,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-23,2025-09-10
NCT06066580,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-02,2025-12-01
NCT06066580,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-24,2026-02-02
NCT06079736,2025-11-01 07:17:18.276233,2025-10-01 07:19:32.349441,Overall Status,Terminated,Active Not Recruiting
NCT06100887,2025-12-01 07:23:31.834092,2025-11-01 07:17:18.276233,Secondary Outcome Measure,"Incidence of laboratory test-related treatment emergent adverse events, Pharmacokinetics as measured by steady state plasma concentration, Change from Baseline in serum creatine kinase, Change from Baseline in fast skeletal muscle troponin I","Incidence of abnormal clinical chemistry test results, Incidence of abnormal hematology test results, Incidence of abnormal coagulation test results, Incidence of abnormal urinalysis test results, Pharmacokinetics as measured by steady state plasma concentration, Change from Baseline in serum creatine kinase, Change from Baseline in fast skeletal muscle troponin I"
NCT06103006,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Lead Sponsor Name,Lokman Hekim University,Lokman Hekim Üniversitesi
NCT06109103,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Overall Status,Unknown,Not Yet Recruiting
NCT06114056,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Overall Status,Active Not Recruiting,Recruiting
NCT06114056,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Enrollment Count,3.0,6.0
NCT06114056,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-17,2025-06-18
NCT06128564,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Secondary Id,"2022-000691-19, 2023-509901-57-00",2022-000691-19
NCT06128564,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Overall Status,Active Not Recruiting,Recruiting
NCT06128564,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Minimum Age Months,24.0,0.0
NCT06128564,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Enrollment Count,13.0,21.0
NCT06128564,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Primary Completion Date,2030-02-28,2034-01-30
NCT06128564,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-10,2025-12-24
NCT06138639,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Brief Summary,"This is a multicenter, open-label, non-randomized study to investigate the safety, tolerability, and efficacy of a single intravenous (IV) infusion of SGT-003 in participants with Duchenne muscular dystrophy. There will be 5 cohorts in this study. Cohort 1 will include participants 4 to \< 7 years of age. Cohort 2 will include participants 7 to \< 12 years of age. Cohort 3 will include participants 0 to \< 4 years of age. Cohort 4 will include participants 12 to \< 18 years of age. Cohort 5 will include participants 10 to \< 18 years of age. Initiation of participant enrollment in Cohorts 4 and 5 will be subject to the accrual of safety and efficacy data from Cohorts 1-3. All participants will receive SGT-003 and will be enrolled in the study for 5 total years for long-term follow up.","This is a multicenter, open-label, non-randomized study to investigate the safety, tolerability, and efficacy of a single intravenous (IV) infusion of SGT-003 in participants with Duchenne muscular dystrophy. There will be 2 cohorts in this study. Cohort 1 will include participants 4 to \<7 years of age. Cohort 2 will include participants 7 to \<12 years of age. All participants will receive SGT-003 and will be enrolled in the study for 5 total years for long-term follow up."
NCT06138639,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Primary Outcome Measure,"Incidence of treatment-emergent adverse events (AEs), Change from baseline in microdystrophin protein levels",Incidence of treatment-emergent adverse events (AEs)
NCT06138639,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Secondary Outcome Measure,"Change from Baseline of Microdystrophin Tissue Distribution by Immunofluorescence (IF), Change from baseline in microdystrophin protein levels, Change from Baseline in Time to Rise Velocity, Change from baseline in stride velocity 95th centile (SV95C), Change from baseline in 10-meter walk/run velocity, Change from baseline in 4-stair climb velocity, Change from baseline in North Star Ambulatory Assessment (NSAA) total score, Change from baseline in 6-minute walk test (6MWT) distance, Number of Participants with Clinically Significant Abnormalities in Laboratory Parameters, Number of Participants with Clinically Significant Abnormalities in Vital Signs, Number of Participants with Clinically Significant Abnormalities in Physical Examinations, Number of Participants with Clinically Significant Abnormalities in Electrocardiogram (ECG) or Echocardiography (ECHO)","Change from baseline in microdystrophin protein levels, Change from baseline in North Star Ambulatory Assessment (NSAA) total score, Change from baseline in stride velocity 95th centile (SV95C)"
NCT06138639,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Minimum Age,0 Years,4 Years
NCT06138639,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Maximum Age,17 Years,11 Years
NCT06138639,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Minimum Age Months,0.0,48.0
NCT06138639,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Maximum Age Months,204.0,132.0
NCT06138639,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Enrollment Count,40.0,43.0
NCT06138639,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Primary Outcome Measure,"Incidence of treatment-emergent adverse events (AEs), Change from baseline in Microdystrophin Protein Levels","Incidence of treatment-emergent adverse events (AEs), Change from baseline in microdystrophin protein levels"
NCT06138639,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Secondary Outcome Measure,"Change from Baseline of Microdystrophin Tissue Distribution by Immunofluorescence (IF), Change from baseline in Microdystrophin Protein Levels, Change from Baseline in Time to Rise Velocity, Change from baseline in Stride Velocity 95th Centile (SV95C), Change from baseline in 10-meter walk/run velocity, Change from baseline in 4-stair climb velocity, Change from baseline in North Star Ambulatory Assessment (NSAA) total score, Change from baseline in 6-minute walk test (6MWT) distance, Number of Participants with Clinically Significant Abnormalities in Laboratory Parameters, Number of Participants with Clinically Significant Abnormalities in Vital Signs, Number of Participants with Clinically Significant Abnormalities in Physical Examinations, Number of Participants with Clinically Significant Abnormalities in Electrocardiogram (ECG) or Echocardiography (ECHO)","Change from Baseline of Microdystrophin Tissue Distribution by Immunofluorescence (IF), Change from baseline in microdystrophin protein levels, Change from Baseline in Time to Rise Velocity, Change from baseline in stride velocity 95th centile (SV95C), Change from baseline in 10-meter walk/run velocity, Change from baseline in 4-stair climb velocity, Change from baseline in North Star Ambulatory Assessment (NSAA) total score, Change from baseline in 6-minute walk test (6MWT) distance, Number of Participants with Clinically Significant Abnormalities in Laboratory Parameters, Number of Participants with Clinically Significant Abnormalities in Vital Signs, Number of Participants with Clinically Significant Abnormalities in Physical Examinations, Number of Participants with Clinically Significant Abnormalities in Electrocardiogram (ECG) or Echocardiography (ECHO)"
NCT06138639,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Enrollment Count,60.0,40.0
NCT06138639,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-03,2025-12-22
NCT06138639,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-03,2026-02-03
NCT06147414,2026-02-01 07:37:25.453478,2026-01-01 07:23:50.780214,Condition,"Invasive PreNatal Diagnosis in a Context of Family History of Single-gene Disorders, Including, Sickle Cell Disease, Cystic Fibrosis, Fragile X Syndrome, Proximal Spinal Muscular Atrophy, Myotonic Dystrophy, Muscular Dystrophy, Duchenne, Muscular Dystrophy, Becker, Neurofibromatosis-Noonan Syndrome, Huntington Disease, Hemophilia A, Hemophilia B, MODY2 Diabetes, X-Linked Hydrocephalus, Autosomal Recessive Polycystic Kidney Disease","Invasive PreNatal Diagnosis in a Context of Family History of Single-gene Disorders, Including, Sickle Cell Disease, Cystic Fibrosis, Fragile X Syndrome, Proximal Spinal Muscular Atrophy, Myotonic Dystrophy, Muscular Dystrophy, Duchenne, Muscular Dystrophy, Becker, Neurofibromatosis-Noonan Syndrome, Huntington Disease, Hemophilia a, Hemophilia B, MODY2 Diabetes, X-Linked Hydrocephalus, Autosomal Recessive Polycystic Kidney Disease"
NCT06147414,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-23,2026-01-15
NCT06241950,2025-12-01 07:23:31.834092,2025-11-01 07:17:18.276233,Overall Status,Terminated,Enrolling By Invitation
NCT06241950,2025-12-01 07:23:31.834092,2025-11-01 07:17:18.276233,Enrollment Count,5.0,6.0
NCT06270719,2025-09-01 07:20:22.089753,2025-08-01 07:26:41.414466,Overall Status,Enrolling By Invitation,Recruiting
NCT06274983,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Overall Status,Unknown,Active Not Recruiting
NCT06274983,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Overall Status,Completed,Unknown
NCT06274983,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-20,2024-02-26
NCT06280209,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Brief Title,"A Phase 1/2 Study to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of BMN 351 in Participants With Duchenne Muscular Dystrophy","A Phase 1/2 Study to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of BMN 351 in Participants with Duchenne Muscular Dystrophy"
NCT06280209,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Secondary Outcome Measure,"Pharmacokinetics (PK) concentration of BMN 351 in plasma, urine and muscle approximately every 8 weeks for up to 97 weeks.","Pharmacokinetics (PK) concentration of BMN 351 in plasma, urine and muscle approximately every 8 weeks for up to 48 weeks."
NCT06280209,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-03,2025-06-19
NCT06280209,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-23,2026-02-03
NCT06280209,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-08,2026-03-23
NCT06295718,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Overall Status,Unknown,Enrolling By Invitation
NCT06328725,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Overall Status,Unknown,Not Yet Recruiting
NCT06337669,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Overall Status,Unknown,Recruiting
NCT06363357,2025-08-01 07:26:41.414466,2025-07-01 07:21:37.005046,Brief Title,"The Effect of a Muscle-mimicking, Fabric-type Shoulder Orthosis on Functional Movements of the Upper Limb in Patients With Neuromuscular Disorder","The Effect of a Muscle-mimicking, Fabric-type Shoulder Orthosis on Functional Movements of the Upper Limb in Patients With Duchenne Muscular Dystrophy"
NCT06363357,2025-08-01 07:26:41.414466,2025-07-01 07:21:37.005046,Brief Summary,"The goal of this clinical trial is to investigate the effect of a muscle-mimicking, fabric-type shoulder orthosis on functional movements of the upper limb in patients with neuromuscular disorder.
The main questions it aims to answer are:
* What is the impact of the muscle-mimicking, fabric-type shoulder orthosis on upper limb functional movements in patients with neuromuscular disorder?
* Are there observable differences in upper limb function when the shoulder orthosis is worn versus when it is not?
Participants will:
* Receive education on how to wear and use the shoulder orthosis.
* Undergo evaluations, including assessment of upper limb performance, shoulder muscle strength testing, active range of motion measurements, assessment of functional workspace, goal attainment scale evaluation, surface electromyography, physiological measurements such as blood pressure and heart rate, fatigue assessment, and assessment for any musculoskeletal or skin-related issues.
Researchers will compare neuromuscular disorder patients before and while wearing and operating the shoulder orthosis to see if there are any significant effects on variables such as upper limb function, range of motion, functional workspace, goal attainment scale, and surface electromyography.","The goal of this clinical trial is to investigate the effect of a muscle-mimicking, fabric-type shoulder orthosis on functional movements of the upper limb in patients with Duchenne muscular dystrophy.
The main questions it aims to answer are:
* What is the impact of the muscle-mimicking, fabric-type shoulder orthosis on upper limb functional movements in patients with Duchenne muscular dystrophy?
* Are there observable differences in upper limb function when the shoulder orthosis is worn versus when it is not?
Participants will:
* Receive education on how to wear and use the shoulder orthosis.
* Undergo evaluations, including assessment of upper limb performance, shoulder muscle strength testing, active range of motion measurements, assessment of functional workspace, goal attainment scale evaluation, surface electromyography, physiological measurements such as blood pressure and heart rate, fatigue assessment, and assessment for any musculoskeletal or skin-related issues.
Researchers will compare Duchenne muscular dystrophy patients before and while wearing and operating the shoulder orthosis to see if there are any significant effects on variables such as upper limb function, range of motion, functional workspace, goal attainment scale, and surface electromyography."
NCT06363357,2025-08-01 07:26:41.414466,2025-07-01 07:21:37.005046,Condition,"Muscular Dystrophy, Duchenne, Orthotic Devices, Upper Extremity, Neuromuscular Diseases (NMD), Fascioscapulohumeral Muscular Dystrophy, Spinal Muscular Atrophy (SMA), ALS (Amyotrophic Lateral Sclerosis), LGMD, SCI - Spinal Cord Injury","Muscular Dystrophy, Duchenne, Orthotic Devices, Upper Extremity"
NCT06363357,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Primary Outcome Measure,"Performance of the upper limb module 2.0 (PUL 2.0), Active Range of motion, Functional workspace, Goal Attainment Scale (GAS), Surface electromyography (sEMG), Heart rate, Blood pressure, Numeral Rating Scale for Pain, Box and block test","Performance of the upper limb module 2.0 (PUL 2.0), Active Range of motion, Functional workspace, Goal Attainment Scale (GAS), Surface electromyography (sEMG)"
NCT06378203,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Overall Status,Unknown,Recruiting
NCT06392724,2025-08-01 07:26:41.414466,2025-07-01 07:21:37.005046,Overall Status,Active Not Recruiting,Recruiting
NCT06402942,2026-02-01 07:37:25.453478,2026-01-01 07:23:50.780214,Brief Title,Gamified Occupational Therapy for Adolescents With Duchenne Muscular Dystrophy,Gamified Occupational Therapy for Adolescents with Duchenne Muscular Dystrophy
NCT06412328,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Lead Sponsor Name,Lokman Hekim University,Lokman Hekim Üniversitesi
NCT06450639,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-27,2026-01-05
NCT06450639,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-27,2026-02-27
NCT06450639,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Overall Status,Active Not Recruiting,Recruiting
NCT06450639,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Enrollment Count,30.0,50.0
NCT06450639,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Primary Completion Date,2026-08-26,2026-09-30
NCT06450639,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Completion Date,2026-11-18,2028-06-30
NCT06450639,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-09,2026-03-27
NCT06491927,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Brief Summary,RGX-202-5101 is a long-term follow up study that evaluates the long-term safety and efficacy of RGX-202 in participants who have received RGX-202 (an investigative gene therapy designed to deliver a transgene for novel microdystrophin that includes functional elements of naturally-occurring dystrophin including the C-Terminal (CT) domain) in a separate parent study.,RGX-202-5101 is a long-term follow up study that evaluates the long term safety and efficacy of RGX-202 in participants who have received RGX-202 (a gene therapy designed to deliver a transgene for novel microdystrophin that includes functional elements of naturally-occurring dystrophin including the C-Terminal (CT) domain) in a separate parent study.
NCT06491927,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Secondary Outcome Measure,"Time to Stand (TTSTAND), Time to Run/Walk (TTRW), Time to Climb (TTCLIMB), North Start Ambulatory Assessment (NSAA), Peabody Developmental Motor Scale, Third Edition (PDMS-3); Body Control Subtest, Peabody Developmental Motor Scale, Third Edition (PDMS-3); Body Transport Subtest, Stride velocity 95th centile (SV95C), Pharmacokinetics (PK), Vector Shedding",Efficacy measured by change in Functional Assessment
NCT06491927,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Enrollment Count,66.0,19.0
NCT06491927,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-24,2025-05-13
NCT06491927,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-24,2026-02-24
NCT06564974,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Brief Title,Registry Study to Observe Long-term Safety of Vamorolone (AGAMREE®) in Patients With Duchenne Muscular Dystrophy-SUMMIT,Registry Study to Observe Long-term Safety of Vamorolone (AGAMREE®) in Patients With Duchenne Muscular Dystrophy.
NCT06564974,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Brief Summary,"The goal of this study is to collect additional information on the safety of long-term treatment with AGAMREE® and to explore long-term clinical impact of AGAMREE® on quality of life, as assessed by standardized patient-reported outcome measures (QoL questionnaires) in male patients aged 2 years and older with Duchenne muscular dystrophy (DMD).",The goal of this observational study is to follow patients being treated with the FDA approved drug AGAMREE® in male patients 2 years of age or older with Duchenne's Muscular Dystrophy for long term safety and quality of life.
NCT06564974,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Primary Outcome Measure,"Change in Height z-score, Change in BMI z-score, Change in North Star Ambulatory Assessment from baseline, Change in Performance of Upper Limb from baseline, Tanner stage documentation, Percentage of patients with cataract and/or glaucoma, Findings from lateral spine x-ray, Findings from anterior-posterior/posterior-anterior X-ray, Findings from hand-wrist X-ray, Summary statistics of bone mineral density measures assessed by dual x-ray absorptiometry, Body Composition Mass Measures, Summary statistics of body fat percentage and regional fat distribution ratios assessed by DXA, Findings from standard of care echocardiography, Frequency and percentage of participants experiencing any adverse events and serious adverse events, Findings from cardiac magnetic resonance imaging (subset of patients taking part in the cardiac sub-study only), Presence of cardiomyopathy assessed by echocardiography using transmural strain profile (only in a subset of patients taking part in the cardiac sub-study)","Change in BMI Z score at the End-of-Registry ( 5 years) or Early-Termination., Change in Height Z-score at the End-of-Registry ( 5 years) or Early-Termination., Change in Puberty development using the Tanner Stage at the End-of-Registry ( 5 years) or Early-Termination., Number of Fractures based on Spine x-rays at the End-of-Registry ( 5 years) or Early-Termination., Presence or absence of Cataracts at the End-of-Registry ( 5 years) or Early-Termination., Presence of Cardiomyopathy at the End-of-Registry ( 5 years) or Early-Termination., Evaluation of Hormonal status based on Cortisol levels at enrollment., Presence or absence of Glaucoma at the End-of-Registry ( 5 years) or Early-Termination., Number of patients experiencing any Adverse Events (AEs) or Serious Adverse Events (SAEs) after signing the Informed Consent Form., Change in Pediatric Quality of Life Inventory Duchenne Muscular Dystrophy (PedsQL DMD) Module at the End-of-Registry ( 5 years) or Early-Termination., Change in Duchenne Muscular Dystrophy Quality of Life (DMD-QoL)at the End-of-Registry ( 5 years) or Early-Termination., Change in Euro Qol 5 Dimensions (EQ-5D) at the End-of-Registry ( 5 years) or Early-Termination., Change in Patient Reported Outcome Measure for the Upper Limb (PROM UL) at the End-of-Registry ( 5 years) or Early-Termination., Change in North Star Ambulatory Assessment (NSAA) at the End-of-Registry ( 5 years) or Early-Termination., Change in Performance of Upper Limb (PUL) at the End-of-Registry ( 5 years) or Early-Termination."
NCT06564974,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Start Date,2024-09-25,2024-07-31
NCT06564974,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Primary Completion Date,2032-02-01,2030-09-01
NCT06564974,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Completion Date,2032-02-01,2030-11-01
NCT06564974,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-27,2025-08-05
NCT06564974,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Collaborator Name,"ICON plc, Veeva Systems, Children's Hospital of Eastern Ontario, Medpace, Inc.","ICON Medical Imaging, ICON plc, Veeva Systems, Children's Hospital of Eastern Ontario, Medpace, Inc."
NCT06594094,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Overall Status,Completed,Recruiting
NCT06594094,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Phase,Early Phase1,Na
NCT06594094,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Enrollment Count,4.0,6.0
NCT06594094,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Primary Completion Date,2025-12-02,2026-09-30
NCT06594094,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Completion Date,2025-12-02,2026-09-30
NCT06594094,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-17,2024-11-25
NCT06597656,2025-08-01 07:26:41.414466,2025-07-01 07:21:37.005046,Brief Summary,This is a gene transfer therapy study evaluating the safety of and delandistrogene moxeparvovec dystrophin protein expression from delandistrogene moxeparvovec following therapeutic plasma exchange (plasmapheresis) in ambulatory male participants with DMD and pre-existing antibodies to AAVrh74 over a period of 59 weeks.,This is a gene transfer therapy study evaluating the safety of and delandistrogene moxeparvovec dystrophin protein expression from delandistrogene moxeparvovec following therapeutic plasma exchange (plasmapheresis) in ambulatory male participants with DMD and pre-existing antibodies to AAVrh74 over a period of 58 weeks.
NCT06597656,2025-08-01 07:26:41.414466,2025-07-01 07:21:37.005046,Enrollment Count,10.0,16.0
NCT06597656,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Overall Status,Terminated,Recruiting
NCT06597656,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Enrollment Count,3.0,10.0
NCT06643923,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Lead Sponsor Name,Lokman Hekim University,Lokman Hekim Üniversitesi
NCT06682585,2025-12-01 07:23:31.834092,2025-11-01 07:17:18.276233,Overall Status,Completed,Not Yet Recruiting
NCT06682585,2025-12-01 07:23:31.834092,2025-11-01 07:17:18.276233,Enrollment Count,9.0,10.0
NCT06692426,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-04,2025-03-24
NCT06713135,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Overall Status,Active Not Recruiting,Recruiting
NCT06713135,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-23,2026-01-09
